Created on 10-17-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume BTC
2019-10-17,ETHBTC,0.02185,0.02195,0.02176,0.02195,1154.18,25.21
2019-10-16,ETHBTC,0.02212,0.02218,0.02173,0.02185,6268.35,136.95
2019-10-15,ETHBTC,0.02238,0.0225,0.02185,0.02212,7946.56,175.28
2019-10-14,ETHBTC,0.02185,0.02247,0.02185,0.02238,10575.11,234.28
2019-10-13,ETHBTC,0.02168,0.02198,0.02159,0.02185,2505.09,54.66
2019-10-12,ETHBTC,0.02186,0.02208,0.02127,0.02168,5940.48,129.21
2019-10-11,ETHBTC,0.02232,0.02268,0.02161,0.02186,10538.86,231.97
2019-10-10,ETHBTC,0.0225,0.02266,0.02206,0.02232,7573.03,169.78
2019-10-09,ETHBTC,0.02209,0.02336,0.02194,0.0225,26969.21,605.76
2019-10-08,ETHBTC,0.02197,0.0224,0.02178,0.02209,15181.42,335.45
2019-10-07,ETHBTC,0.02167,0.0221,0.02161,0.02197,12644.48,276.64
2019-10-06,ETHBTC,0.02169,0.02196,0.02138,0.02167,10702.91,231.65
2019-10-05,ETHBTC,0.02159,0.02179,0.02138,0.02169,3724.86,80.39
2019-10-04,ETHBTC,0.02124,0.0218,0.02124,0.02159,3204.63,68.9
2019-10-03,ETHBTC,0.0216,0.0216,0.02098,0.02124,6920.31,148.03
2019-10-02,ETHBTC,0.02118,0.0217,0.0211,0.0216,7088.37,152.05
2019-10-01,ETHBTC,0.02182,0.02209,0.02103,0.02118,12960.58,278.96
2019-09-30,ETHBTC,0.02104,0.02183,0.02101,0.02182,17815.3,381.85
2019-09-29,ETHBTC,0.02116,0.02123,0.0207,0.02104,5128.45,107.73
2019-09-28,ETHBTC,0.02123,0.02154,0.02076,0.02116,9661.26,205.7
2019-09-27,ETHBTC,0.02056,0.02156,0.02047,0.02123,9755.82,206.19
2019-09-26,ETHBTC,0.02015,0.02059,0.01966,0.02056,25710.78,520.46
2019-09-25,ETHBTC,0.01953,0.02031,0.01943,0.02015,12225.75,243.68
2019-09-24,ETHBTC,0.02077,0.02079,0.01884,0.01953,41376.4,815.9
2019-09-23,ETHBTC,0.02106,0.02134,0.02053,0.02077,9280.9,195.15
2019-09-22,ETHBTC,0.02156,0.02157,0.02065,0.02106,13336.74,281.88
2019-09-21,ETHBTC,0.02145,0.02177,0.02141,0.02156,5601.23,121.01
2019-09-20,ETHBTC,0.0215,0.02157,0.02107,0.02145,11607.96,247.8
2019-09-19,ETHBTC,0.02069,0.02224,0.02029,0.0215,28009.17,596.25
2019-09-18,ETHBTC,0.0204,0.02132,0.0204,0.02069,22071.69,461.11
2019-09-17,ETHBTC,0.01926,0.021,0.01921,0.0204,32366.62,647.36
2019-09-16,ETHBTC,0.01836,0.01954,0.01836,0.01926,29952.36,565.7
2019-09-15,ETHBTC,0.01822,0.01845,0.01807,0.01836,5856.13,107.21
2019-09-14,ETHBTC,0.01751,0.01837,0.01747,0.01822,19436.91,349.18
2019-09-13,ETHBTC,0.01736,0.01764,0.01725,0.01751,5689.96,99.01
2019-09-12,ETHBTC,0.01754,0.01765,0.01734,0.01736,6979.98,122.13
2019-09-11,ETHBTC,0.01781,0.01798,0.01744,0.01754,11331.64,200.6
2019-09-10,ETHBTC,0.01754,0.01787,0.01751,0.01781,9723.55,171.98
2019-09-09,ETHBTC,0.01745,0.01774,0.01724,0.01754,16167.26,282.96
2019-09-08,ETHBTC,0.01699,0.01756,0.01699,0.01745,10858.39,188.09
2019-09-07,ETHBTC,0.01637,0.01717,0.0163,0.01699,10864.08,182.43
2019-09-06,ETHBTC,0.01645,0.01657,0.01611,0.01637,13068.37,213.52
2019-09-05,ETHBTC,0.01653,0.01659,0.0162,0.01645,8317.96,136.47
2019-09-04,ETHBTC,0.01687,0.01699,0.01641,0.01653,10792.29,180.23
2019-09-03,ETHBTC,0.01719,0.01728,0.01672,0.01687,19077.82,323.96
2019-09-02,ETHBTC,0.01752,0.01774,0.01716,0.01719,7828.65,136.81
2019-09-01,ETHBTC,0.0179,0.01803,0.01752,0.01752,5590.67,99.01
2019-08-31,ETHBTC,0.01758,0.01808,0.01739,0.0179,4531.18,79.97
2019-08-30,ETHBTC,0.01779,0.01785,0.01751,0.01758,7849.04,138.68
2019-08-29,ETHBTC,0.01778,0.01795,0.01747,0.01779,8411.25,149.19
2019-08-28,ETHBTC,0.01841,0.01842,0.01723,0.01778,16378.13,291.61
2019-08-27,ETHBTC,0.01817,0.01855,0.01812,0.01841,3706.58,68.04
2019-08-26,ETHBTC,0.01841,0.01862,0.01805,0.01817,8222.43,150.47
2019-08-25,ETHBTC,0.01882,0.01886,0.01832,0.01841,5363.98,100.21
2019-08-24,ETHBTC,0.01869,0.01898,0.01851,0.01882,3696.11,69.32
2019-08-23,ETHBTC,0.01885,0.019,0.01852,0.01869,5095.46,95.75
2019-08-22,ETHBTC,0.01847,0.01916,0.01847,0.01885,9627.71,181.26
2019-08-21,ETHBTC,0.01826,0.01861,0.01805,0.01847,26549.03,483.85
2019-08-20,ETHBTC,0.01853,0.01856,0.01822,0.01826,8424.6,154.88
2019-08-19,ETHBTC,0.01884,0.01891,0.01843,0.01853,8461.41,158.26
2019-08-18,ETHBTC,0.01818,0.01899,0.0181,0.01884,8019.78,148.92
2019-08-17,ETHBTC,0.01785,0.01825,0.01779,0.01818,4037.18,72.58
2019-08-16,ETHBTC,0.01826,0.01854,0.01764,0.01785,13087.8,236.71
2019-08-15,ETHBTC,0.01858,0.01885,0.01794,0.01826,16126.39,297.52
2019-08-14,ETHBTC,0.01921,0.01979,0.01805,0.01858,24522.05,469.63
2019-08-13,ETHBTC,0.01856,0.01928,0.01827,0.01921,14568.76,272.08
2019-08-12,ETHBTC,0.01875,0.01875,0.0185,0.01856,6107.28,113.72
2019-08-11,ETHBTC,0.01825,0.019,0.01825,0.01875,17581.72,326.99
2019-08-10,ETHBTC,0.01774,0.01829,0.01774,0.01825,8600.81,155.0
2019-08-09,ETHBTC,0.01841,0.01851,0.01757,0.01774,21855.51,391.9
2019-08-08,ETHBTC,0.01889,0.01916,0.01837,0.01841,12765.25,240.82
2019-08-07,ETHBTC,0.01972,0.01974,0.01875,0.01889,17139.64,329.11
2019-08-06,ETHBTC,0.01976,0.01991,0.01903,0.01972,19114.66,371.64
2019-08-05,ETHBTC,0.02029,0.02036,0.01941,0.01976,17735.94,351.31
2019-08-04,ETHBTC,0.02052,0.02071,0.02012,0.02029,10421.34,213.35
2019-08-03,ETHBTC,0.02068,0.02094,0.02034,0.02052,9991.2,205.2
2019-08-02,ETHBTC,0.02091,0.02117,0.02048,0.02068,16686.32,346.9
2019-08-01,ETHBTC,0.02168,0.02168,0.02076,0.02091,15144.68,320.01
2019-07-31,ETHBTC,0.0219,0.02213,0.02147,0.02168,5239.12,113.88
2019-07-30,ETHBTC,0.02221,0.02222,0.0218,0.0219,5291.51,116.09
2019-07-29,ETHBTC,0.02212,0.02227,0.02192,0.02221,4029.38,88.96
2019-07-28,ETHBTC,0.02185,0.02233,0.02162,0.02212,4767.57,104.45
2019-07-27,ETHBTC,0.02227,0.02233,0.02163,0.02185,9922.68,217.22
2019-07-26,ETHBTC,0.0222,0.0224,0.02194,0.02227,5752.87,127.65
2019-07-25,ETHBTC,0.02216,0.02238,0.02191,0.0222,8211.26,181.43
2019-07-24,ETHBTC,0.02157,0.02247,0.02088,0.02216,15922.59,347.59
2019-07-23,ETHBTC,0.02102,0.02162,0.02097,0.02157,9188.26,195.59
2019-07-22,ETHBTC,0.0213,0.02181,0.02067,0.02102,23317.91,495.32
2019-07-21,ETHBTC,0.02126,0.02144,0.02092,0.0213,7632.01,161.76
2019-07-20,ETHBTC,0.02102,0.02187,0.02102,0.02126,20535.99,440.04
2019-07-19,ETHBTC,0.02123,0.02132,0.02081,0.02102,6850.41,143.89
2019-07-18,ETHBTC,0.02183,0.0224,0.02103,0.02123,17137.63,372.66
2019-07-17,ETHBTC,0.02108,0.0223,0.021,0.02183,17743.89,383.21
2019-07-16,ETHBTC,0.02107,0.02144,0.02006,0.02108,30972.09,647.96
2019-07-15,ETHBTC,0.0223,0.0223,0.0197,0.02107,32872.95,705.88
2019-07-14,ETHBTC,0.02368,0.02407,0.02214,0.0223,18179.71,412.31
2019-07-13,ETHBTC,0.02333,0.02432,0.02328,0.02368,9499.26,226.77
2019-07-12,ETHBTC,0.02366,0.02403,0.02319,0.02333,11199.33,262.97
2019-07-11,ETHBTC,0.02388,0.02425,0.02306,0.02366,29966.62,711.69
2019-07-10,ETHBTC,0.02447,0.02453,0.0231,0.02388,52042.46,1237.27
2019-07-09,ETHBTC,0.02546,0.02557,0.02431,0.02447,25415.33,630.45
2019-07-08,ETHBTC,0.02672,0.0269,0.02523,0.02546,12277.7,318.37
2019-07-07,ETHBTC,0.02564,0.02711,0.02556,0.02672,12581.68,333.39
2019-07-06,ETHBTC,0.02622,0.02622,0.0253,0.02564,7368.24,188.9
2019-07-05,ETHBTC,0.02536,0.0264,0.02514,0.02622,12563.91,325.79
2019-07-04,ETHBTC,0.02523,0.02561,0.02476,0.02536,23303.73,585.82
2019-07-03,ETHBTC,0.0269,0.0269,0.02493,0.02523,25677.2,663.82
2019-07-02,ETHBTC,0.02775,0.02833,0.02656,0.0269,18918.19,520.09
2019-07-01,ETHBTC,0.02694,0.028,0.02665,0.02775,15679.84,429.91
2019-06-30,ETHBTC,0.02675,0.02705,0.02606,0.02694,13428.91,356.34
2019-06-29,ETHBTC,0.02506,0.02707,0.02497,0.02675,16967.11,438.41
2019-06-28,ETHBTC,0.02635,0.02712,0.02496,0.02506,26269.88,676.98
2019-06-27,ETHBTC,0.02587,0.02736,0.0256,0.02635,42025.65,1105.4
2019-06-26,ETHBTC,0.02696,0.02761,0.02532,0.02587,73613.68,1950.81
2019-06-25,ETHBTC,0.02817,0.02821,0.02687,0.02696,16660.42,457.23
2019-06-24,ETHBTC,0.02832,0.02864,0.02787,0.02817,11251.24,317.16
2019-06-23,ETHBTC,0.02893,0.0295,0.0281,0.02832,12039.56,347.53
2019-06-22,ETHBTC,0.02896,0.0297,0.02781,0.02893,26426.14,759.54
2019-06-21,ETHBTC,0.02852,0.02982,0.02849,0.02896,17938.98,525.4
2019-06-20,ETHBTC,0.02895,0.02905,0.028,0.02852,9024.45,258.15
2019-06-19,ETHBTC,0.02915,0.02944,0.02892,0.02895,10442.94,305.33
2019-06-18,ETHBTC,0.02939,0.02946,0.02886,0.02915,11528.55,336.62
2019-06-17,ETHBTC,0.02999,0.02999,0.02908,0.02939,5737.12,168.45
2019-06-16,ETHBTC,0.0304,0.03047,0.02929,0.02999,13253.86,394.84
2019-06-15,ETHBTC,0.03035,0.03086,0.0302,0.0304,8779.82,267.65
2019-06-14,ETHBTC,0.03097,0.03116,0.03026,0.03035,14219.17,434.85
2019-06-13,ETHBTC,0.03218,0.03226,0.0308,0.03097,4931.69,156.09
2019-06-12,ETHBTC,0.03102,0.03226,0.03087,0.03218,8327.37,261.19
2019-06-11,ETHBTC,0.03089,0.03123,0.03068,0.03102,7461.13,230.14
2019-06-10,ETHBTC,0.0303,0.03109,0.03023,0.03089,8296.88,253.6
2019-06-09,ETHBTC,0.03081,0.03093,0.02994,0.0303,7887.49,239.87
2019-06-08,ETHBTC,0.03115,0.0313,0.0308,0.03081,3834.08,119.1
2019-06-07,ETHBTC,0.03191,0.03212,0.03108,0.03115,6447.9,202.16
2019-06-06,ETHBTC,0.03158,0.03211,0.03124,0.03191,3592.07,113.31
2019-06-05,ETHBTC,0.03139,0.03186,0.03091,0.03158,7362.21,232.07
2019-06-04,ETHBTC,0.03079,0.03163,0.03069,0.03139,10893.18,339.28
2019-06-03,ETHBTC,0.0308,0.03112,0.03034,0.03079,7228.31,222.17
2019-06-02,ETHBTC,0.03096,0.0313,0.03066,0.0308,3855.6,119.27
2019-06-01,ETHBTC,0.03128,0.03209,0.03081,0.03096,6221.04,195.32
2019-05-31,ETHBTC,0.03078,0.03135,0.0302,0.03128,13200.03,405.45
2019-05-30,ETHBTC,0.03112,0.03316,0.02982,0.03078,33822.01,1066.98
2019-05-29,ETHBTC,0.03108,0.03145,0.03075,0.03112,8578.15,267.32
2019-05-28,ETHBTC,0.03097,0.03154,0.03066,0.03108,11537.3,358.9
2019-05-27,ETHBTC,0.03073,0.03136,0.03039,0.03097,8847.71,271.79
2019-05-26,ETHBTC,0.03119,0.03141,0.03001,0.03073,13041.76,402.02
2019-05-25,ETHBTC,0.03119,0.03187,0.03093,0.03119,4285.61,134.01
2019-05-24,ETHBTC,0.03121,0.03163,0.03102,0.03119,4222.46,132.39
2019-05-23,ETHBTC,0.03196,0.03209,0.03073,0.03121,10596.82,331.1
2019-05-22,ETHBTC,0.03208,0.03263,0.03131,0.03196,15383.37,491.32
2019-05-21,ETHBTC,0.03154,0.03283,0.03154,0.03208,14212.03,455.7
2019-05-20,ETHBTC,0.0319,0.03222,0.0311,0.03154,10609.96,335.56
2019-05-19,ETHBTC,0.03221,0.03242,0.03166,0.0319,19211.51,616.65
2019-05-18,ETHBTC,0.03323,0.0334,0.03188,0.03221,11446.98,374.49
2019-05-17,ETHBTC,0.03363,0.03391,0.03158,0.03323,43362.74,1427.23
2019-05-16,ETHBTC,0.03036,0.03482,0.03021,0.03363,70461.75,2301.73
2019-05-15,ETHBTC,0.02725,0.03054,0.0271,0.03036,59202.65,1714.64
2019-05-14,ETHBTC,0.02506,0.02778,0.02479,0.02725,35339.75,924.2
2019-05-13,ETHBTC,0.02693,0.02719,0.02453,0.02506,44667.94,1151.8
2019-05-12,ETHBTC,0.02674,0.02736,0.02618,0.02693,20092.42,536.79
2019-05-11,ETHBTC,0.02715,0.02864,0.02562,0.02674,48356.01,1314.92
2019-05-10,ETHBTC,0.02765,0.02817,0.02698,0.02715,16812.83,460.65
2019-05-09,ETHBTC,0.02855,0.02855,0.02724,0.02765,25759.55,716.06
2019-05-08,ETHBTC,0.02899,0.02911,0.02842,0.02855,8676.03,249.0
2019-05-07,ETHBTC,0.03011,0.03135,0.02977,0.02998,7094.26,217.49
2019-05-06,ETHBTC,0.02821,0.03075,0.02813,0.03011,15194.87,445.99
2019-05-05,ETHBTC,0.02807,0.02842,0.02775,0.02821,16688.86,469.32
2019-05-04,ETHBTC,0.02912,0.02923,0.02799,0.02807,17738.8,504.18
2019-05-03,ETHBTC,0.02949,0.02965,0.0282,0.02912,18385.65,532.64
2019-05-02,ETHBTC,0.02973,0.03,0.0289,0.02949,12900.52,378.88
2019-05-01,ETHBTC,0.03038,0.0306,0.02961,0.02973,7385.13,222.18
2019-04-30,ETHBTC,0.0296,0.03055,0.02959,0.03038,10913.0,328.04
2019-04-29,ETHBTC,0.02974,0.0299,0.02929,0.0296,5999.05,177.73
2019-04-28,ETHBTC,0.0301,0.03012,0.02969,0.02974,6181.06,184.77
2019-04-27,ETHBTC,0.02972,0.0304,0.02962,0.0301,12646.72,378.15
2019-04-26,ETHBTC,0.02964,0.02985,0.02921,0.02972,22867.57,674.32
2019-04-25,ETHBTC,0.03046,0.0305,0.02922,0.02964,13013.85,387.6
2019-04-24,ETHBTC,0.0308,0.03081,0.02965,0.03046,9685.96,292.17
2019-04-23,ETHBTC,0.03182,0.03186,0.03064,0.0308,19711.83,616.32
2019-04-22,ETHBTC,0.03206,0.03243,0.03179,0.03182,4829.38,154.92
2019-04-21,ETHBTC,0.03264,0.03269,0.03185,0.03206,6284.64,202.23
2019-04-20,ETHBTC,0.03287,0.03322,0.0324,0.03264,8594.43,281.87
2019-04-19,ETHBTC,0.03295,0.03309,0.0325,0.03287,6340.42,207.8
2019-04-18,ETHBTC,0.03186,0.03327,0.03177,0.03295,15771.57,517.51
2019-04-17,ETHBTC,0.032,0.03201,0.03162,0.03186,8800.78,279.94
2019-04-16,ETHBTC,0.03185,0.03229,0.03175,0.032,4513.44,144.22
2019-04-15,ETHBTC,0.03255,0.0327,0.03112,0.03185,8486.04,270.77
2019-04-14,ETHBTC,0.03236,0.03268,0.03213,0.03255,4271.7,137.92
2019-04-13,ETHBTC,0.03235,0.03251,0.03202,0.03236,5838.91,188.57
2019-04-12,ETHBTC,0.03269,0.0329,0.03222,0.03235,5259.74,171.74
2019-04-11,ETHBTC,0.03328,0.03337,0.03219,0.03269,10504.03,343.15
2019-04-10,ETHBTC,0.03386,0.03471,0.03249,0.03328,9478.83,318.83
2019-04-09,ETHBTC,0.03419,0.03442,0.03372,0.03386,7566.73,257.33
2019-04-08,ETHBTC,0.03369,0.03522,0.03363,0.03419,23684.61,818.0
2019-04-07,ETHBTC,0.03279,0.034,0.03251,0.03369,7785.88,258.85
2019-04-06,ETHBTC,0.0329,0.03341,0.03209,0.03279,21920.79,716.01
2019-04-05,ETHBTC,0.03216,0.03332,0.03198,0.0329,8528.34,280.46
2019-04-04,ETHBTC,0.03234,0.0326,0.0314,0.03216,10730.5,345.22
2019-04-03,ETHBTC,0.0336,0.03496,0.03147,0.03234,27740.16,928.97
2019-04-02,ETHBTC,0.03415,0.03415,0.03054,0.0336,36542.28,1190.78
2019-04-01,ETHBTC,0.03451,0.0346,0.0338,0.03415,7260.57,249.41
2019-03-19,ETHBTC,0.03447,0.03485,0.03446,0.03465,419.59,14.57
2019-03-18,ETHBTC,0.03479,0.03521,0.03435,0.03447,4721.13,163.62
2019-03-17,ETHBTC,0.03521,0.03521,0.03453,0.03479,2632.11,91.59
2019-03-16,ETHBTC,0.03473,0.03577,0.03473,0.03521,11301.31,398.82
2019-03-15,ETHBTC,0.03408,0.03511,0.03408,0.03473,9733.43,338.18
2019-03-14,ETHBTC,0.03404,0.03462,0.03391,0.03408,7874.38,268.64
2019-03-13,ETHBTC,0.03442,0.03442,0.0339,0.03404,4593.5,156.72
2019-03-12,ETHBTC,0.03423,0.03484,0.03367,0.03442,6709.85,229.93
2019-03-11,ETHBTC,0.03455,0.03471,0.03401,0.03423,6509.11,223.59
2019-03-10,ETHBTC,0.03482,0.0349,0.0344,0.03455,2734.93,94.8
2019-03-09,ETHBTC,0.03452,0.0354,0.03441,0.03482,6951.02,243.42
2019-03-08,ETHBTC,0.03525,0.03546,0.03407,0.03452,12806.8,446.15
2019-03-07,ETHBTC,0.0356,0.0359,0.0352,0.03525,7361.54,261.17
2019-03-06,ETHBTC,0.03546,0.03616,0.035,0.0356,12665.63,451.4
2019-03-05,ETHBTC,0.03382,0.03555,0.03372,0.03546,15119.6,527.43
2019-03-04,ETHBTC,0.03434,0.03434,0.03331,0.03382,10110.9,341.89
2019-03-03,ETHBTC,0.03469,0.03515,0.03377,0.03434,6680.49,231.14
2019-03-02,ETHBTC,0.03537,0.0355,0.03432,0.03469,7274.59,252.23
2019-03-01,ETHBTC,0.03551,0.03582,0.03531,0.03537,4084.87,145.12
2019-02-28,ETHBTC,0.03533,0.036,0.03488,0.03551,10918.44,388.59
2019-02-27,ETHBTC,0.0358,0.03652,0.028,0.03533,21622.31,750.99
2019-02-26,ETHBTC,0.03599,0.03608,0.03526,0.0358,8594.38,306.68
2019-02-25,ETHBTC,0.03528,0.03678,0.03518,0.03599,19376.52,698.93
2019-02-24,ETHBTC,0.03833,0.03957,0.03516,0.03528,29831.69,1119.01
2019-02-23,ETHBTC,0.03725,0.03918,0.03694,0.03833,15260.21,583.57
2019-02-22,ETHBTC,0.03705,0.03744,0.0366,0.03725,12416.0,461.95
2019-02-21,ETHBTC,0.03747,0.03747,0.03638,0.03705,11631.92,427.76
2019-02-20,ETHBTC,0.03669,0.0377,0.03604,0.03747,16182.23,595.67
2019-02-19,ETHBTC,0.03739,0.03799,0.03662,0.03669,12818.99,478.11
2019-02-18,ETHBTC,0.03655,0.03839,0.03623,0.03739,26404.56,984.69
2019-02-17,ETHBTC,0.03396,0.03698,0.03387,0.03655,22060.43,783.6
2019-02-16,ETHBTC,0.03374,0.03431,0.03373,0.03396,5102.55,173.13
2019-02-15,ETHBTC,0.03352,0.03409,0.03351,0.03374,6250.96,211.08
2019-02-14,ETHBTC,0.0337,0.03437,0.03346,0.03352,3623.23,122.66
2019-02-13,ETHBTC,0.03372,0.03447,0.03353,0.0337,6723.07,227.46
2019-02-12,ETHBTC,0.03329,0.03384,0.03299,0.03372,8624.25,288.45
2019-02-11,ETHBTC,0.03402,0.03402,0.03302,0.03329,8153.93,272.32
2019-02-10,ETHBTC,0.03258,0.03418,0.03204,0.03402,6517.97,215.17
2019-02-09,ETHBTC,0.03259,0.03295,0.03237,0.03258,5650.06,184.4
2019-02-08,ETHBTC,0.03068,0.03307,0.03056,0.03259,16587.43,533.36
2019-02-07,ETHBTC,0.03068,0.03101,0.03059,0.03068,1799.6,55.41
2019-02-06,ETHBTC,0.03092,0.03106,0.02983,0.03068,6597.24,200.32
2019-02-05,ETHBTC,0.03105,0.03109,0.03082,0.03092,1701.5,52.69
2019-02-04,ETHBTC,0.03106,0.03139,0.03087,0.03105,1893.24,58.91
2019-02-03,ETHBTC,0.03149,0.03168,0.03087,0.03106,5775.19,181.13
2019-02-02,ETHBTC,0.03086,0.03172,0.0308,0.03149,3940.26,123.1
2019-02-01,ETHBTC,0.03099,0.03115,0.03046,0.03086,6511.38,200.72
2019-01-31,ETHBTC,0.0313,0.03172,0.03078,0.03099,3813.39,119.0
2019-01-30,ETHBTC,0.03065,0.03158,0.03044,0.0313,9781.05,303.71
2019-01-29,ETHBTC,0.03068,0.03098,0.03024,0.03065,3538.53,108.51
2019-01-28,ETHBTC,0.03151,0.03168,0.02982,0.03068,7938.2,243.17
2019-01-27,ETHBTC,0.03233,0.03247,0.03151,0.03151,4345.3,139.19
2019-01-26,ETHBTC,0.03229,0.03252,0.032,0.03233,5391.38,174.25
2019-01-25,ETHBTC,0.03257,0.03298,0.03228,0.03229,6792.25,221.28
2019-01-24,ETHBTC,0.03273,0.03279,0.03223,0.03257,3503.02,113.95
2019-01-23,ETHBTC,0.03301,0.0331,0.03261,0.03273,4645.51,152.74
2019-01-22,ETHBTC,0.03282,0.0331,0.03223,0.03301,5813.9,190.71
2019-01-21,ETHBTC,0.0332,0.03329,0.0324,0.03282,7071.57,231.97
2019-01-20,ETHBTC,0.03349,0.03349,0.03285,0.0332,4519.21,150.17
2019-01-19,ETHBTC,0.0331,0.03382,0.0331,0.03349,5160.56,172.67
2019-01-18,ETHBTC,0.03359,0.03367,0.03295,0.0331,8528.6,284.39
2019-01-17,ETHBTC,0.03382,0.03407,0.03306,0.03359,6908.8,232.15
2019-01-16,ETHBTC,0.03355,0.035,0.0333,0.03382,6226.33,210.68
2019-01-15,ETHBTC,0.03504,0.03557,0.03286,0.03355,11037.21,378.62
2019-01-14,ETHBTC,0.03281,0.03548,0.03274,0.03504,23380.84,791.78
2019-01-13,ETHBTC,0.03437,0.03442,0.03235,0.03281,21127.15,700.17
2019-01-12,ETHBTC,0.03452,0.03498,0.03416,0.03437,3482.4,120.54
2019-01-11,ETHBTC,0.03489,0.03534,0.03367,0.03452,12268.86,423.7
2019-01-10,ETHBTC,0.03733,0.03743,0.03416,0.03489,39723.89,1387.86
2019-01-09,ETHBTC,0.03729,0.03821,0.03719,0.03733,7236.65,271.31
2019-01-08,ETHBTC,0.03754,0.03774,0.03694,0.03729,21095.43,787.62
2019-01-07,ETHBTC,0.03854,0.0386,0.03721,0.03754,12759.07,484.17
2019-01-06,ETHBTC,0.04052,0.04063,0.03833,0.03854,35695.8,1404.92
2019-01-05,ETHBTC,0.0401,0.04163,0.0399,0.04052,28913.3,1179.03
2019-01-04,ETHBTC,0.03888,0.04088,0.03861,0.0401,23291.65,928.63
2019-01-03,ETHBTC,0.0394,0.03985,0.03818,0.03888,9541.21,371.43
2019-01-02,ETHBTC,0.0366,0.04004,0.03658,0.0394,17667.9,684.31
2019-01-01,ETHBTC,0.03555,0.03808,0.03538,0.0366,18711.01,681.69
2018-12-31,ETHBTC,0.0362,0.03631,0.03511,0.03555,21059.77,752.37
2018-12-30,ETHBTC,0.03594,0.03689,0.03485,0.0362,10906.2,391.47
2018-12-29,ETHBTC,0.03532,0.03749,0.03435,0.03594,19707.64,703.05
2018-12-28,ETHBTC,0.03186,0.03569,0.03152,0.03532,22440.27,749.55
2018-12-27,ETHBTC,0.03421,0.03442,0.03146,0.03186,16482.63,534.56
2018-12-26,ETHBTC,0.03403,0.03536,0.03339,0.03421,7574.57,258.63
2018-12-25,ETHBTC,0.03442,0.03481,0.03289,0.03403,17325.23,586.93
2018-12-24,ETHBTC,0.03284,0.03757,0.03277,0.03442,46279.23,1622.8
2018-12-23,ETHBTC,0.02915,0.03311,0.02915,0.03284,28091.43,886.05
2018-12-22,ETHBTC,0.028,0.02931,0.02776,0.02915,9860.89,283.17
2018-12-21,ETHBTC,0.02816,0.02881,0.02751,0.028,12204.12,344.25
2018-12-20,ETHBTC,0.02698,0.02864,0.02676,0.02816,22739.72,624.6
2018-12-19,ETHBTC,0.02748,0.02821,0.02689,0.02698,15953.46,436.7
2018-12-18,ETHBTC,0.02684,0.02773,0.02642,0.02748,9627.56,257.89
2018-12-17,ETHBTC,0.02616,0.02727,0.02599,0.02684,18148.89,479.23
2018-12-16,ETHBTC,0.0261,0.02678,0.02609,0.02616,4832.17,128.05
2018-12-15,ETHBTC,0.02599,0.02617,0.02585,0.0261,3711.6,96.61
2018-12-14,ETHBTC,0.0261,0.02631,0.02584,0.02599,5989.78,156.1
2018-12-13,ETHBTC,0.02594,0.0266,0.02579,0.0261,10615.63,277.07
2018-12-12,ETHBTC,0.02598,0.02674,0.02585,0.02594,10238.47,267.93
2018-12-11,ETHBTC,0.02617,0.02657,0.02572,0.02597,5756.31,150.04
2018-12-10,ETHBTC,0.02632,0.02645,0.02561,0.02617,9142.62,237.9
2018-12-09,ETHBTC,0.02656,0.02706,0.02607,0.02632,10551.0,278.96
2018-12-08,ETHBTC,0.02738,0.02818,0.02548,0.02656,19275.73,512.95
2018-12-07,ETHBTC,0.026,0.02779,0.02458,0.02738,62210.27,1633.38
2018-12-06,ETHBTC,0.02725,0.0273,0.02552,0.026,35343.27,931.34
2018-12-05,ETHBTC,0.02788,0.0279,0.02715,0.02725,9593.16,264.07
2018-12-04,ETHBTC,0.02799,0.02811,0.02766,0.02788,4601.64,128.51
